repo,language,title,url,comments,labels,created_at,updated_at
hashicorp/nomad,Go,Enable k8s discovery support in go-discover,https://github.com/hashicorp/nomad/issues/16351,3,"['type/enhancement', 'good first issue', 'help-wanted']",2023-03-06,2023-03-06
hashicorp/terraform-provider-azurerm,Go,There are a couple of issues with the Logic apps Standard terraform template shared at https://registry.terraform.io/providers/hashicorp/azurerm/latest/docs/resources/logic_app_standard,https://github.com/hashicorp/terraform-provider-azurerm/issues/18351,3,"['documentation', 'good first issue', 'service/logic', 'v/3.x (legacy)']",2022-09-12,2023-07-19
mattermost/mattermost-plugin-servicenow,Go,Only allow user to select channels to add subscriptions to in which they are channel admins,https://github.com/mattermost/mattermost-plugin-servicenow/issues/188,3,"['Type/Enhancement', 'Good First Issue', 'Help Wanted', 'Tech/Go', 'Up For Grabs']",2023-06-14,2026-04-08
mattermost/mattermost-plugin-github,Go,Support dismissing notifications from the RHS view,https://github.com/mattermost/mattermost-plugin-github/issues/620,3,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Tech/ReactJS', 'Difficulty/1:Easy', 'Type/Enhancement', 'Tech/TypeScript']",2022-12-01,2026-02-17
mattermost/mattermost-plugin-github,Go,Support tooltip preview on hovering over RHS notifications,https://github.com/mattermost/mattermost-plugin-github/issues/619,3,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Good First Issue', 'Tech/ReactJS', 'Difficulty/2:Medium', 'Type/Enhancement', 'Tech/TypeScript']",2022-12-01,2026-02-17
mattermost/mattermost-plugin-nps,Go,JS error when telling Surveybot to disable the survey on old post,https://github.com/mattermost/mattermost-plugin-nps/issues/81,3,"['Type/Bug', 'Difficulty/1:Easy', 'Good First Issue', 'Hacktoberfest', 'Help Wanted', 'Tech/ReactJS', 'Up For Grabs']",2020-11-29,2021-10-02
mattermost/mattermost-plugin-zoom,Go,"Synch Status: When on a Zoom call, show as “Busy”",https://github.com/mattermost/mattermost-plugin-zoom/issues/170,3,"['Help Wanted', 'Up For Grabs', 'Tech/Go', 'Hacktoberfest', 'Good First Issue', 'Difficulty/3:Hard', 'Type/Enhancement']",2020-10-02,2022-06-13
mattermost/mattermost-plugin-github,Go,Register autolinks for GitHub URLs,https://github.com/mattermost/mattermost-plugin-github/issues/269,3,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Difficulty/2:Medium']",2020-05-13,2021-10-02
microsoft/terraform-provider-azuredevops,Go,Full unit test suite isn't running on CI,https://github.com/microsoft/terraform-provider-azuredevops/issues/1439,4,['good first issue'],2025-09-29,2025-10-02
hashicorp/terraform-provider-aws,Go,"aws_storagegateway_smb_file_share: cache_stale_timeout_in_seconds validation rejects 0, but the AWS API accepts it (blocks disabling cache refresh)",https://github.com/hashicorp/terraform-provider-aws/issues/48876,4,"['bug', 'good first issue', 'service/storagegateway']",2026-07-09,2026-07-09
hashicorp/terraform-provider-aws,Go,aws_ec2_transit_gateway_route_table_association support for timeouts block,https://github.com/hashicorp/terraform-provider-aws/issues/42705,4,"['enhancement', 'good first issue', 'timeouts', 'service/transitgateway']",2025-05-21,2025-05-23
hashicorp/terraform-provider-aws,Go,AWS IVS Real Time Stage Terraform Module,https://github.com/hashicorp/terraform-provider-aws/issues/42644,4,"['new-resource', 'good first issue', 'service/ivs']",2025-05-16,2026-06-28
hashicorp/terraform-provider-aws,Go,[Docs]: quicksight_data_source,https://github.com/hashicorp/terraform-provider-aws/issues/41672,4,"['documentation', 'good first issue', 'service/quicksight']",2025-03-05,2025-04-08
hashicorp/terraform-provider-aws,Go,[Bug]: aws_backup_selection `selection_tag` and `resources` do not interact as expected,https://github.com/hashicorp/terraform-provider-aws/issues/41274,4,"['bug', 'documentation', 'good first issue', 'service/backup']",2025-02-07,2025-02-15
hashicorp/nomad,Go,show embedded template diffs line-by-line,https://github.com/hashicorp/nomad/issues/23603,4,"['type/enhancement', 'theme/template', 'good first issue', 'stage/accepted']",2024-07-16,2026-07-24
hashicorp/terraform-provider-aws,Go,[Docs]: Add support for package version overrides on aws_amplify_app resource,https://github.com/hashicorp/terraform-provider-aws/issues/27768,4,"['documentation', 'good first issue', 'service/amplify']",2022-11-11,2025-12-25
hashicorp/terraform-provider-aws,Go,Add CodeArtifact Package Origin Controls,https://github.com/hashicorp/terraform-provider-aws/issues/26623,4,"['enhancement', 'new-resource', 'good first issue']",2022-09-02,2024-08-27
hashicorp/terraform-provider-aws,Go,Cannot get bucket configuration information from s3 data source,https://github.com/hashicorp/terraform-provider-aws/issues/26054,4,"['enhancement', 'good first issue', 'service/s3']",2022-07-29,2024-09-09
hashicorp/terraform-provider-aws,Go,Improve error message when AMI id was recently deregistered,https://github.com/hashicorp/terraform-provider-aws/issues/26046,4,"['enhancement', 'good first issue', 'service/ec2']",2022-07-29,2024-12-08
hashicorp/terraform-provider-aws,Go,AWS network firewall: Ability to attach a firewall policy to a firewall within the same resource,https://github.com/hashicorp/terraform-provider-aws/issues/25352,4,"['enhancement', 'new-resource', 'good first issue', 'service/networkfirewall']",2022-06-15,2026-01-02
hashicorp/consul,Go,[DevOps] `metrics-checker` GitHub Action Update,https://github.com/hashicorp/consul/issues/12515,4,"['good first issue', 'theme/github-management']",2022-03-03,2022-06-09
mattermost/mattermost-plugin-jira,Go,Make epic link selector pull from epics search API,https://github.com/mattermost/mattermost-plugin-jira/issues/978,4,"['Help Wanted', 'Good First Issue', 'Hacktoberfest', 'Tech/ReactJS', 'Tech/Go', 'Tech/TypeScript', 'Difficulty/1:Easy', 'Type/Enhancement']",2023-10-03,2024-11-07
mattermost/mattermost-plugin-nps,Go,Fix for: EnablePermalinkPreviews kills nps plugin,https://github.com/mattermost/mattermost-plugin-nps/issues/85,4,"['Type/Bug', 'Difficulty/1:Easy', 'Good First Issue', 'Help Wanted', 'Tech/Go', 'Up For Grabs']",2021-10-08,2021-11-08
mattermost/mattermost-plugin-github,Go,Only channel admins should be able to create subscription,https://github.com/mattermost/mattermost-plugin-github/issues/488,4,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Difficulty/1:Easy', 'Type/Enhancement']",2021-10-04,2026-02-17
mattermost/mattermost-plugin-jira,Go,Jira's autolink should support issue links that contain a comment link in the URL,https://github.com/mattermost/mattermost-plugin-jira/issues/773,4,"['Help Wanted', 'Up For Grabs', 'Good First Issue', 'Hacktoberfest', 'Tech/Go', 'Difficulty/1:Easy', 'Type/Enhancement']",2021-06-21,2024-09-18
mattermost/mattermost-plugin-github,Go,Validate syntax when a subscription has an invalid label,https://github.com/mattermost/mattermost-plugin-github/issues/385,4,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Difficulty/1:Easy', 'Type/Enhancement']",2020-10-07,2024-09-24
mattermost/mattermost-plugin-github,Go,Select types of events to subscribe to in a dialog box,https://github.com/mattermost/mattermost-plugin-github/issues/381,4,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Difficulty/1:Easy', 'Type/Enhancement']",2020-10-03,2026-02-17
mattermost/mattermost-plugin-demo,Go,"Perform config validation in its own function, rather than using `OnConfigurationChange` to check",https://github.com/mattermost/mattermost-plugin-demo/issues/110,4,"['Good First Issue', 'Hacktoberfest', 'Help Wanted', 'Tech/Go', 'Up For Grabs']",2020-06-09,2023-03-09
mattermost/mattermost-plugin-github,Go,Handle case where sidebar API endpoints return null,https://github.com/mattermost/mattermost-plugin-github/issues/235,4,"['Help Wanted', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Tech/ReactJS', 'Difficulty/1:Easy', 'Type/Bug']",2020-04-02,2026-03-02
kubernetes/autoscaler,Go,Document VPA Helm chart on Kubernetes website,https://github.com/kubernetes/autoscaler/issues/9407,5,"['help wanted', 'area/vertical-pod-autoscaler', 'kind/documentation', 'good first issue']",2026-03-23,2026-05-10
kubernetes/kube-openapi,Go,Having the same type embedded more than once breaks generation,https://github.com/kubernetes/kube-openapi/issues/129,5,"['lifecycle/frozen', 'good first issue']",2019-01-04,2024-11-18
hashicorp/terraform-provider-aws,Go,"[Bug]: aws_elasticache_cluster , redis oss does not support transit_encryption_enabled",https://github.com/hashicorp/terraform-provider-aws/issues/49066,5,"['bug', 'documentation', 'good first issue', 'service/elasticache', 'service/vpc']",2026-07-22,2026-07-24
hashicorp/terraform-provider-aws,Go,[New Resource]: aws_datazone_policy_grant,https://github.com/hashicorp/terraform-provider-aws/issues/46764,5,"['new-resource', 'good first issue', 'service/datazone']",2026-03-05,2026-04-28
hashicorp/terraform-provider-aws,Go,[Bug]: Route 53 Resolver rule resource defines bad defaults for target configuration,https://github.com/hashicorp/terraform-provider-aws/issues/41523,5,"['bug', 'good first issue', 'service/route53resolver']",2025-02-23,2026-03-24
hashicorp/terraform-provider-aws,Go,[Documentation]: Add example for specifying p12 certificate with `aws_sns_platform_application`,https://github.com/hashicorp/terraform-provider-aws/issues/40803,5,"['documentation', 'good first issue', 'service/sns']",2025-01-07,2026-06-06
hashicorp/terraform-provider-aws,Go,[Enhancement]: aws_dms_endpoint add additional redshift_settings parameters,https://github.com/hashicorp/terraform-provider-aws/issues/38814,5,"['enhancement', 'good first issue', 'service/dms']",2024-08-10,2026-06-11
hashicorp/terraform-provider-aws,Go,"[Docs]: Import existing trail using ARN doesn't work, but it does if the trail name is used",https://github.com/hashicorp/terraform-provider-aws/issues/37179,5,"['documentation', 'good first issue', 'service/cloudtrail']",2024-04-30,2025-04-02
hashicorp/terraform-provider-aws,Go,aws_redshiftserverless_namespace restore from snapshot,https://github.com/hashicorp/terraform-provider-aws/issues/35138,5,"['enhancement', 'good first issue', 'service/redshiftserverless']",2024-01-04,2025-01-22
hashicorp/terraform-provider-aws,Go,[Enhancement]: aws_acm_certificate should guide how to import certificates including transparency logging,https://github.com/hashicorp/terraform-provider-aws/issues/35093,5,"['enhancement', 'good first issue', 'service/acm']",2023-12-29,2024-12-25
hashicorp/terraform-provider-aws,Go,[Bug]: Resource aws_s3_bucket_versioning can't be created for s3 outpost bucket,https://github.com/hashicorp/terraform-provider-aws/issues/33119,5,"['enhancement', 'new-resource', 'good first issue', 'service/s3control']",2023-08-21,2024-12-24
hashicorp/nomad,Go,Scale job API endpoint documentation is inconsistent with observed behavior,https://github.com/hashicorp/nomad/issues/13056,5,"['type/bug', 'theme/docs', 'good first issue', 'stage/accepted']",2022-05-18,2022-06-24
mattermost/mattermost-plugin-mscalendar,Go,Re-implement autorespond feature,https://github.com/mattermost/mattermost-plugin-mscalendar/issues/227,5,"['Difficulty/1:Easy', 'Good First Issue', 'Hacktoberfest', 'Help Wanted', 'Tech/Go', 'Up For Grabs', 'Type/Enhancement']",2021-09-13,2023-02-21
mattermost/mattermost-plugin-github,Go,"""Someone replied to your comment thread"" feature",https://github.com/mattermost/mattermost-plugin-github/issues/328,5,"['Help Wanted', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Difficulty/1:Easy', 'Type/Enhancement']",2020-07-15,2026-02-17
mattermost/mattermost-plugin-confluence,Go,Handle React warnings regarding non-DOM properties,https://github.com/mattermost/mattermost-plugin-confluence/issues/46,5,"['Good First Issue', 'Help Wanted', 'Type/Task', 'Hacktoberfest', 'Tech/ReactJS', 'Up For Grabs']",2020-04-28,2021-10-02
mattermost/mattermost-plugin-github,Go,Add alternative sorting functionality for RHS view,https://github.com/mattermost/mattermost-plugin-github/issues/242,5,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Good First Issue', 'Tech/ReactJS', 'Difficulty/2:Medium', 'Type/Enhancement']",2020-04-15,2026-02-17
kubernetes/kube-state-metrics,Go,Parse Nested Arrays does not work,https://github.com/kubernetes/kube-state-metrics/issues/2368,6,"['kind/support', 'good first issue', 'triage/accepted']",2024-04-10,2025-08-27
hashicorp/terraform-provider-aws,Go,Route53 Resolver Endpoint Hash Function Prevents Multiple IPs per Subnet When IP Address is Auto-Assigned,https://github.com/hashicorp/terraform-provider-aws/issues/43724,6,"['bug', 'good first issue', 'service/route53resolver']",2025-08-05,2025-08-20
hashicorp/terraform-provider-aws,Go,[Enhancement]: `aws_cloudwatch_metric_alarm`: Add validation to prevent specifying both `metric` and `expression`,https://github.com/hashicorp/terraform-provider-aws/issues/41680,6,"['enhancement', 'good first issue', 'service/cloudwatch']",2025-03-05,2026-07-30
hashicorp/terraform-provider-aws,Go,[Enhancement]: aws_athena_prepared_statement: Allow multiline (EOT) query strings to preserve comments and line breaks without update-in-place,https://github.com/hashicorp/terraform-provider-aws/issues/41469,6,"['enhancement', 'good first issue', 'service/athena']",2025-02-19,2025-03-08
hashicorp/nomad,Go,Render JSON String Diffs as JSON,https://github.com/hashicorp/nomad/issues/18103,6,"['type/enhancement', 'good first issue', 'stage/accepted', 'help-wanted']",2023-07-31,2026-08-02
hashicorp/vault-csi-provider,Go,feat: Enable json logging format,https://github.com/hashicorp/vault-csi-provider/issues/177,6,"['enhancement', 'good first issue']",2022-09-01,2025-10-23
hashicorp/terraform-provider-aws,Go,"aws_iam_openid_connect_provider rejects valid ""url""s",https://github.com/hashicorp/terraform-provider-aws/issues/26483,6,"['bug', 'good first issue', 'service/iam']",2022-08-25,2025-02-27
hashicorp/waypoint,Go,Registry insecure flag,https://github.com/hashicorp/waypoint/issues/3333,6,"['bug', 'good first issue', 'plugin/docker']",2022-05-13,2022-11-02
mattermost/mattermost-plugin-jira,Go,"When an issue's assignee changes, the plugin should use the connected user's MM handle in the resulting post",https://github.com/mattermost/mattermost-plugin-jira/issues/943,6,"['Help Wanted', 'Up For Grabs', 'Good First Issue', 'Tech/Go', 'Difficulty/1:Easy', 'Type/Enhancement', 'Type/Question']",2023-05-16,2024-12-19
mattermost/mattermost-plugin-github,Go,Make new events for assigning,https://github.com/mattermost/mattermost-plugin-github/issues/340,6,"['Help Wanted', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Difficulty/1:Easy', 'Type/Enhancement']",2020-07-31,2025-05-06
mattermost/mattermost-plugin-starter-template,Go,Include stubs for all hooks to get going quickly,https://github.com/mattermost/mattermost-plugin-starter-template/issues/110,6,"['Help Wanted', 'Up For Grabs', 'Type/Enhancement', 'Difficulty/1:Easy', 'Good First Issue', 'Hacktoberfest', 'Tech/Go']",2020-07-29,2021-10-02
mattermost/mattermost-plugin-mscalendar,Go,Make the OAuth2 landing page,https://github.com/mattermost/mattermost-plugin-mscalendar/issues/94,6,"['Difficulty/1:Easy', 'Good First Issue', 'Hacktoberfest', 'Help Wanted', 'Tech/Go', 'Up For Grabs', 'Type/Enhancement']",2020-04-26,2024-08-09
kubernetes/perf-tests,Go,Check watch terminations from clusters loader tests,https://github.com/kubernetes/perf-tests/issues/2054,7,"['help wanted', 'kind/feature', 'good first issue']",2022-04-28,2022-11-16
kubernetes/minikube,Go,Wrong error message on minikube tunnel without Administrator privilege on Windows,https://github.com/kubernetes/minikube/issues/9589,7,"['kind/bug', 'help wanted', 'priority/backlog', 'lifecycle/frozen', 'good first issue', 'needs-solution-message']",2020-10-30,2021-09-22
hashicorp/terraform-provider-aws,Go,Error: Unsupported argument: blue_green_update,https://github.com/hashicorp/terraform-provider-aws/issues/44488,7,"['documentation', 'good first issue', 'service/rds']",2025-09-29,2026-01-29
hashicorp/terraform-provider-aws,Go,[Bug]: aws_kinesis_firehose_delivery_stream continually applies cloudwatch_logging_options,https://github.com/hashicorp/terraform-provider-aws/issues/40446,7,"['bug', 'good first issue', 'service/firehose']",2024-12-04,2026-04-03
hashicorp/nomad,Go,retry_join to support digitalocean provider,https://github.com/hashicorp/nomad/issues/18587,7,"['type/enhancement', 'theme/docs', 'theme/discovery', 'good first issue', 'stage/accepted']",2023-09-26,2023-12-23
hashicorp/consul,Go,Metrics missing from documentation,https://github.com/hashicorp/consul/issues/13364,7,"['type/docs', 'good first issue', 'theme/telemetry']",2022-06-04,2025-12-11
hashicorp/nomad,Go,Add AWS instance tags to client metadata,https://github.com/hashicorp/nomad/issues/12537,7,"['type/enhancement', 'theme/fingerprint', 'theme/client', 'good first issue', 'stage/accepted', 'help-wanted']",2022-04-11,2024-04-05
hashicorp/consul,Go,Supporting syntax highlighting for TOML-formatted values when viewing KV in the Consul GUI,https://github.com/hashicorp/consul/issues/12668,7,"['type/enhancement', 'good first issue', 'theme/ui', 'help-wanted', 'theme/kv']",2022-03-31,2025-12-19
mattermost/mattermost-plugin-github,Go,Notification numbers are not properly aligned,https://github.com/mattermost/mattermost-plugin-github/issues/398,7,"['Help Wanted', 'Hacktoberfest', 'Good First Issue', 'Difficulty/1:Easy']",2020-10-21,2024-02-16
mattermost/mattermost-plugin-github,Go,"In RHS, display whether there are linked pull requests to issues, and if there are linked issues for pull requests",https://github.com/mattermost/mattermost-plugin-github/issues/271,7,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/Go', 'Good First Issue', 'Tech/ReactJS', 'Difficulty/1:Easy', 'Type/Enhancement']",2020-05-14,2023-02-21
layer5io/getnighthawk,Go,[SITE] Nav Bar is missing on the mobile view of the page,https://github.com/layer5io/getnighthawk/issues/258,8,"['good first issue', 'kind/bug', 'framework/jekyll', 'issue/remind', 'area/website']",2022-03-14,2023-11-09
hashicorp/terraform-provider-aws,Go,`aws_elasticache_serverless_cache` Security Group Ids are incorrectly optional.,https://github.com/hashicorp/terraform-provider-aws/issues/43027,8,"['bug', 'good first issue', 'service/elasticache']",2025-06-16,2026-07-16
hashicorp/nomad,Go,Support optional object type attributes in Nomad HCL variables,https://github.com/hashicorp/nomad/issues/25317,8,"['type/enhancement', 'theme/jobspec', 'good first issue', 'theme/hcl', 'stage/accepted', 'hcc/jira']",2025-03-07,2025-08-26
hashicorp/vault-k8s,Go,Configurable default log_level and log_format for injected Vault Agent containers,https://github.com/hashicorp/vault-k8s/issues/417,8,"['enhancement', 'good first issue']",2023-01-28,2025-08-28
hashicorp/nomad,Go,add  `-json` and `-t` options to inspection related cmds,https://github.com/hashicorp/nomad/issues/15894,8,"['type/enhancement', 'theme/cli', 'good first issue', 'stage/accepted']",2023-01-26,2023-07-04
mattermost/mattermost-plugin-mscalendar,Go,Support different time format preferences for the user,https://github.com/mattermost/mattermost-plugin-mscalendar/issues/358,8,"['Good First Issue', 'Help Wanted', 'Up For Grabs']",2024-03-01,2025-10-23
kubernetes/autoscaler,Go,VPA: document behavior for Requests & Limits,https://github.com/kubernetes/autoscaler/issues/7895,9,"['help wanted', 'area/vertical-pod-autoscaler', 'kind/documentation', 'good first issue', 'triage/accepted']",2025-03-06,2026-07-30
kubernetes/kube-state-metrics,Go,Promote experimental metrics,https://github.com/kubernetes/kube-state-metrics/issues/1792,9,['good first issue'],2022-07-19,2025-07-27
kubernetes/perf-tests,Go,Pod startup time phases are inaccurate in longer tests.,https://github.com/kubernetes/perf-tests/issues/2006,9,"['help wanted', 'good first issue', 'area/clusterloader']",2022-03-07,2023-02-08
hashicorp/terraform-provider-kubernetes,Go,Init container doesn't support restart_policy option (to transform it in a sidecar container),https://github.com/hashicorp/terraform-provider-kubernetes/issues/2446,9,"['bug', 'good first issue', 'help wanted', 'k8s/v1.29']",2024-03-18,2025-11-26
hashicorp/nomad,Go,allow `raw_exec` tasks to drop client environment variables,https://github.com/hashicorp/nomad/issues/17650,9,"['type/enhancement', 'theme/driver/raw_exec', 'good first issue', 'stage/accepted', 'help-wanted', 'hcc/jira']",2023-06-21,2025-04-04
hashicorp/nomad,Go,Nomad config validate does not check for missing host_volume directories and daemon fails to start,https://github.com/hashicorp/nomad/issues/16968,9,"['type/enhancement', 'theme/config', 'good first issue', 'stage/accepted']",2023-04-23,2025-12-20
kubernetes/minikube,Go,mikube start fail when --memory is lower than 2500M - missing input validation,https://github.com/kubernetes/minikube/issues/23317,10,"['good first issue', 'area/guest-vm']",2026-07-07,2026-07-18
kubernetes/minikube,Go,test: Remove duplicate kubernetes versions in tests,https://github.com/kubernetes/minikube/issues/21483,10,"['help wanted', 'good first issue']",2025-09-03,2025-12-11
kubernetes/perf-tests,Go,clusterloader2 should be covered with unit tests,https://github.com/kubernetes/perf-tests/issues/572,10,"['help wanted', 'lifecycle/frozen', 'good first issue', 'kind/cleanup', 'area/clusterloader']",2019-06-18,2025-06-04
hashicorp/waypoint,Go,Improve error message if docker desktop is not running,https://github.com/hashicorp/waypoint/issues/3471,10,"['enhancement', 'good first issue']",2022-06-18,2023-01-06
kubernetes/cloud-provider-openstack,Go,[cinder-csi-plugin] Allow StorageClass parameters to be set in Helm chart,https://github.com/kubernetes/cloud-provider-openstack/issues/1980,11,"['good first issue', 'kind/feature', 'lifecycle/stale']",2022-08-31,2023-10-15
kubernetes/perf-tests,Go,Make PV tests work on kubemark clusters,https://github.com/kubernetes/perf-tests/issues/803,11,"['help wanted', 'lifecycle/frozen', 'good first issue', 'area/clusterloader']",2019-09-18,2020-08-06
hashicorp/terraform-provider-azurerm,Go,azurerm_postgresql_flexible_server SKU name validation mismatch between Terraform provider and Azure API,https://github.com/hashicorp/terraform-provider-azurerm/issues/21522,11,"['bug', 'good first issue', 'service/postgresql', 'v/3.x (legacy)', 'upstream/microsoft/waiting-on-service-team']",2023-04-24,2025-04-30
kubernetes/sig-security,Go,tooling: run tests and linters with prow for srctl,https://github.com/kubernetes/sig-security/issues/175,12,"['good first issue', 'help wanted']",2026-02-06,2026-08-07
hashicorp/terraform-provider-aws,Go,Timeout for every account destroy with `close_on_deletion`,https://github.com/hashicorp/terraform-provider-aws/issues/46284,13,"['bug', 'good first issue', 'service/organizations', 'timeouts']",2026-02-03,2026-08-04
hashicorp/terraform-provider-azurerm,Go,"azurerm_kusto_script failing to create, then saying it already exists on rerun",https://github.com/hashicorp/terraform-provider-azurerm/issues/15649,13,"['bug', 'good first issue', 'service/kusto']",2022-03-01,2025-07-17
kubernetes/minikube,Go,minikube should allow 1 cpu --no-kubernetes,https://github.com/kubernetes/minikube/issues/22152,14,"['help wanted', 'good first issue', 'kind/improvement']",2025-12-14,2026-04-12
kubernetes/minikube,Go,--host-only-cidr: invalid CIDR address: '192.168.99.1/24',https://github.com/kubernetes/minikube/issues/7063,14,"['kind/bug', 'help wanted', 'co/virtualbox', 'priority/backlog', 'lifecycle/frozen', 'good first issue']",2020-03-16,2021-05-21
kubernetes/minikube,Go,registry-creds addon: secrets stored with different name to defaults,https://github.com/kubernetes/minikube/issues/2805,14,"['kind/bug', 'help wanted', 'priority/backlog', 'lifecycle/frozen', 'good first issue', 'addon/registry-creds']",2018-05-11,2024-07-10
hashicorp/terraform-provider-helm,Go,the provider continues to reveal sensitive variables during destroy or update in-place,https://github.com/hashicorp/terraform-provider-helm/issues/1287,14,"['bug', 'help wanted', 'upstream-terraform', 'good first issue']",2023-11-09,2025-12-02
kubernetes/autoscaler,Go,"Cluster autoscaler should remove unused ""node-autoprovisioning-enabled"" flag and the related metrics",https://github.com/kubernetes/autoscaler/issues/6228,15,"['help wanted', 'area/cluster-autoscaler', 'kind/bug', 'good first issue', 'area/core-autoscaler', 'triage/accepted']",2023-10-26,2026-04-08
kubernetes/ingress-nginx,Go,Support standard Forwarded header,https://github.com/kubernetes/ingress-nginx/issues/10263,15,"['help wanted', 'kind/feature', 'priority/backlog', 'good first issue', 'triage/accepted']",2023-08-01,2026-02-25
kubernetes/minikube,Go,Minikube tunnel is not working on Windows (endessly trying to add a route),https://github.com/kubernetes/minikube/issues/11645,15,"['kind/bug', 'help wanted', 'priority/important-longterm', 'lifecycle/frozen', 'good first issue', 'area/tunnel']",2021-06-13,2026-08-05
hashicorp/terraform-provider-aws,Go,[Enhancement]: Support updateToLatestImageVersion in aws_batch_compute_environment.compute_resources,https://github.com/hashicorp/terraform-provider-aws/issues/39978,15,"['enhancement', 'good first issue', 'service/batch']",2024-10-31,2025-01-09
hashicorp/terraform-provider-aws,Go, Lifecycle configuration for S3 Bucket failing with time out issue for AWS Provider 4.21.0,https://github.com/hashicorp/terraform-provider-aws/issues/25939,15,"['good first issue', 'service/s3', 'timeouts']",2022-07-22,2025-11-26
kubernetes/minikube,Go,Feature: enable the structured logging for kubernetes components by default,https://github.com/kubernetes/minikube/issues/9268,16,"['help wanted', 'kind/feature', 'priority/backlog', 'lifecycle/frozen', 'good first issue']",2020-09-17,2026-02-18
kubernetes/ingress-nginx,Go,Feature Request: Allow disabling custom-http-errors per ingress,https://github.com/kubernetes/ingress-nginx/issues/8384,17,"['help wanted', 'kind/feature', 'priority/backlog', 'good first issue', 'needs-triage']",2022-03-23,2024-11-06
kubernetes/autoscaler,Go,"Autoscaler 1.25 or later: If a node fails to be deleted, the lastScaleDownFailTime is not refresh.",https://github.com/kubernetes/autoscaler/issues/6313,18,"['help wanted', 'area/cluster-autoscaler', 'kind/bug', 'good first issue', 'area/core-autoscaler', 'triage/accepted']",2023-11-23,2026-04-09
kubernetes/minikube,Go,improve UI advice when user needs to delete the cluster,https://github.com/kubernetes/minikube/issues/10460,18,"['kind/bug', 'priority/backlog', 'lifecycle/frozen', 'good first issue']",2021-02-12,2023-06-07
kubernetes/perf-tests,Go,ClusterLoader: HA cluster support,https://github.com/kubernetes/perf-tests/issues/246,18,"['help wanted', 'lifecycle/frozen', 'good first issue', 'area/clusterloader']",2018-10-15,2020-11-14
kubernetes/kube-state-metrics,Go,Address lint reports,https://github.com/kubernetes/kube-state-metrics/issues/1887,19,['good first issue'],2022-11-08,2023-06-14
kubernetes/perf-tests,Go,NodeKiller seems to be not working in 100 node 1.17 / master performance tests,https://github.com/kubernetes/perf-tests/issues/1005,19,"['help wanted', 'lifecycle/frozen', 'good first issue']",2020-02-03,2020-09-28
kubernetes/perf-tests,Go,Run more linters with golangci-lint,https://github.com/kubernetes/perf-tests/issues/1244,20,"['help wanted', 'lifecycle/frozen', 'good first issue']",2020-05-08,2021-05-31
kubernetes/kubernetes,Go,Give an indication in container events for probe failure as to whether the failure was ignored due to FailureThreshold,https://github.com/kubernetes/kubernetes/issues/115823,22,"['priority/backlog', 'kind/documentation', 'kind/cleanup', 'sig/node', 'help wanted', 'good first issue', 'triage/accepted']",2023-02-16,2026-05-02
kubernetes/minikube,Go,make it obvious in terminal for user if using docker-env,https://github.com/kubernetes/minikube/issues/6489,22,"['kind/documentation', 'kind/feature', 'priority/backlog', 'lifecycle/frozen', 'good first issue', 'co/docker-env']",2020-02-04,2026-04-07
kubernetes/minikube,Go,get ETCD version from kubernetes constants,https://github.com/kubernetes/minikube/issues/11290,23,"['priority/backlog', 'lifecycle/frozen', 'kind/cleanup', 'good first issue']",2021-05-05,2026-06-28
kubernetes/minikube,Go,Document how to run minikube in China,https://github.com/kubernetes/minikube/issues/5020,25,"['help wanted', 'kind/documentation', 'priority/backlog', 'lifecycle/frozen', 'good first issue']",2019-08-08,2025-09-20
kubernetes/ingress-nginx,Go,Distinguish wait-shutdown command from standard k8s SIGTERM,https://github.com/kubernetes/ingress-nginx/issues/6287,32,"['help wanted', 'kind/feature', 'priority/backlog', 'good first issue', 'needs-triage']",2020-10-06,2024-07-17
kubernetes/kubernetes,Go,Node lifecycle controller does not `markPodsNotReady` when the node `Ready` state changes from `false` to `unknown`,https://github.com/kubernetes/kubernetes/issues/112733,33,"['kind/bug', 'sig/node', 'help wanted', 'good first issue', 'triage/accepted']",2022-09-26,2026-08-10
kubernetes/kubernetes,Go,"kubelet parameter(eviction-max-pod-grace-period ), not work as expected like officical comment.",https://github.com/kubernetes/kubernetes/issues/118172,37,"['kind/bug', 'priority/backlog', 'kind/documentation', 'sig/node', 'help wanted', 'priority/important-longterm', 'good first issue', 'triage/accepted']",2023-05-22,2026-05-26
