repo,language,title,url,comments,labels,created_at,updated_at
kubernetes/kubernetes,Go,NetworkPolicy tests for blocking north/south traffic,https://github.com/kubernetes/kubernetes/issues/114369,38,"['priority/backlog', 'sig/network', 'help wanted', 'good first issue', 'triage/accepted', 'area/network-policy']",2022-12-08,2026-07-15
kubernetes/perf-tests,Go,Create api-availability measurement,https://github.com/kubernetes/perf-tests/issues/1096,38,"['help wanted', 'lifecycle/stale', 'good first issue']",2020-03-03,2023-06-02
kubernetes/kubernetes,Go,add and use alternative APIs which support contextual logging,https://github.com/kubernetes/kubernetes/issues/126379,40,"['area/logging', 'kind/feature', 'help wanted', 'sig/instrumentation', 'good first issue', 'triage/accepted', 'wg/structured-logging']",2024-07-26,2026-07-17
kubernetes/kube-state-metrics,Go,Missing replacement config for VPA collector in CRM,https://github.com/kubernetes/kube-state-metrics/issues/2041,41,"['kind/documentation', 'good first issue', 'triage/accepted']",2023-04-05,2025-08-11
kubernetes/kubernetes,Go,"Write the stress test for gRPC, http, and tcp probes",https://github.com/kubernetes/kubernetes/issues/115782,41,"['priority/backlog', 'kind/cleanup', 'sig/node', 'help wanted', 'good first issue', 'needs-triage']",2023-02-15,2026-08-02
kubernetes/kubernetes,Go,tracker: improve the kubelet test coverage,https://github.com/kubernetes/kubernetes/issues/109717,51,"['sig/node', 'help wanted', 'good first issue', 'needs-triage']",2022-04-29,2026-08-02
kubernetes/kubernetes,Go,Migrate DRA components to support granular authorization on status updates,https://github.com/kubernetes/kubernetes/issues/138149,73,"['sig/network', 'sig/node', 'sig/auth', 'help wanted', 'good first issue', 'triage/accepted', 'wg/device-management']",2026-04-01,2026-07-25
microsoft/edge-ai,HCL,chore(python): add pip lock files for reproducible builds,https://github.com/microsoft/edge-ai/issues/167,0,"['enhancement', 'good first issue', 'configuration']",2026-02-08,2026-04-19
microsoft/edge-ai,HCL,docs(testing): add regression test tracking policy,https://github.com/microsoft/edge-ai/issues/176,1,"['documentation', 'enhancement', 'good first issue']",2026-02-08,2026-06-19
microsoft/edge-ai,HCL,docs(testing): update testing-validation.md to reflect actual test frameworks,https://github.com/microsoft/edge-ai/issues/144,1,"['documentation', 'good first issue']",2026-02-07,2026-06-11
microsoft/edge-ai,HCL,chore(rust): standardize strip = true across all Rust crates,https://github.com/microsoft/edge-ai/issues/177,2,"['enhancement', 'good first issue', 'configuration', 'rust']",2026-02-08,2026-04-10
microsoft/edge-ai,HCL,docs(changelog): add CHANGELOG.md generation,https://github.com/microsoft/edge-ai/issues/143,3,"['documentation', 'enhancement', 'good first issue']",2026-02-07,2026-07-30
kubernetes/k8s.io,HCL,[Umbrella Issue] Migrate CNCF Ecosystem projects from k8s.gcr.io to registry.k8s.io,https://github.com/kubernetes/k8s.io/issues/4780,37,['good first issue'],2023-02-16,2025-12-26
cncf/glossary,HTML,[es] A report to track and reflect updates of English content,https://github.com/cncf/glossary/issues/3222,0,"['good first issue', 'lang/es', 'outdated']",2024-07-15,2025-04-07
cncf/tag-app-delivery,HTML,Document how we use GitHub labels,https://github.com/cncf/tag-app-delivery/issues/405,0,"['good first issue', 'tag-admin']",2023-05-03,2024-06-22
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/downstream.md into Japanese,https://github.com/kubernetes/website/issues/56858,1,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-08
cncf/tag-contributor-strategy,HTML,Charter link is 404,https://github.com/cncf/tag-contributor-strategy/issues/762,1,"['good first issue', 'help wanted']",2025-02-03,2025-09-25
cncf/glossary,HTML,[ru] Localize `Portability`,https://github.com/cncf/glossary/issues/3265,1,"['good first issue', 'lang/ru']",2024-08-04,2024-11-19
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/developer.md into Japanese,https://github.com/kubernetes/website/issues/56859,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-09
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/spec.md into Japanese,https://github.com/kubernetes/website/issues/56857,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/event.md into Japanese,https://github.com/kubernetes/website/issues/56856,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/condition.md into Japanese,https://github.com/kubernetes/website/issues/56855,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-09
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/infrastructure-resource.md into Japanese,https://github.com/kubernetes/website/issues/56854,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/pod-disruption-budget.md into Japanese,https://github.com/kubernetes/website/issues/56853,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/disruption.md into Japanese,https://github.com/kubernetes/website/issues/56852,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/kubernetes-api.md into Japanese,https://github.com/kubernetes/website/issues/56851,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/qos-class.md into Japanese,https://github.com/kubernetes/website/issues/56850,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-08-08,2026-08-10
kubernetes/website,HTML,[ja] Translate content/en/docs/reference/glossary/ephemeral-container.md into Japanese,https://github.com/kubernetes/website/issues/56700,2,"['good first issue', 'help wanted', 'kind/feature', 'language/ja', 'triage/accepted', 'area/localization']",2026-07-31,2026-08-01
cncf/glossary,HTML,[ru] Localize `Service` into Russian,https://github.com/cncf/glossary/issues/3334,2,"['good first issue', 'lang/ru']",2024-10-17,2025-03-03
kubernetes/website,HTML,Broken Kyverno link in Pod Security Standards alternatives section,https://github.com/kubernetes/website/issues/56734,3,"['good first issue', 'help wanted', 'sig/docs', 'priority/backlog', 'language/en', 'needs-triage']",2026-08-01,2026-08-03
cncf/tag-app-delivery,HTML,Automation of tag-app-delivery repo,https://github.com/cncf/tag-app-delivery/issues/566,3,"['good first issue', 'tag-discuss']",2024-02-27,2024-06-22
cncf/tag-security,HTML,[Suggestion] Working Group Landing Page,https://github.com/cncf/tag-security/issues/1354,4,"['good first issue', 'suggestion', 'inactive', 'website']",2024-08-23,2025-07-19
cncf/tag-observability,HTML,WG: Create GitHub Pages site for TAG Observability,https://github.com/cncf/tag-observability/issues/39,7,"['documentation', 'good first issue', 'help wanted', 'working group']",2021-05-12,2023-11-21
kubernetes/website,HTML,[hi] Localize Network Policy Provider page,https://github.com/kubernetes/website/issues/47439,8,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2024-08-11,2026-07-09
kubernetes/website,HTML,[hi] Localize concepts/scheduling-eviction page ,https://github.com/kubernetes/website/issues/48989,10,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2024-12-09,2026-07-04
kubernetes/website,HTML,[hi] Localize concepts/Storage page,https://github.com/kubernetes/website/issues/47462,11,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2024-08-12,2026-06-26
kubernetes/website,HTML,[hi] Localize concepts/extend-kubernetes page,https://github.com/kubernetes/website/issues/48991,12,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2024-12-09,2026-08-10
kubernetes/website,HTML,[hi] Localize /concepts/cluster-administration page,https://github.com/kubernetes/website/issues/48990,12,"['good first issue', 'help wanted', 'kind/feature', 'triage/accepted', 'area/localization']",2024-12-09,2026-07-22
kubernetes/website,HTML,[hi] Localize concepts/Security page,https://github.com/kubernetes/website/issues/47463,13,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2024-08-12,2026-06-21
kubernetes/website,HTML,[hi] Localize concepts/Workloads page ,https://github.com/kubernetes/website/issues/47442,13,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2024-08-11,2026-06-15
kubernetes/website,HTML,[hi] Localize tasks/configure-pod-container page ,https://github.com/kubernetes/website/issues/48992,16,"['good first issue', 'help wanted', 'kind/feature', 'triage/accepted', 'area/localization']",2024-12-09,2026-07-22
kubernetes/website,HTML,[hi] Localize en/docs/contribute/style/page-content-types.md,https://github.com/kubernetes/website/issues/36594,18,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted']",2022-09-04,2026-01-10
kubernetes/website,HTML,[hi] Localize en/docs/contribute/participate/_index.md,https://github.com/kubernetes/website/issues/36471,19,"['good first issue', 'help wanted', 'kind/feature', 'lifecycle/rotten', 'language/hi', 'triage/accepted']",2022-08-31,2026-01-16
kubernetes/website,HTML,[de] Localize content/de/setup/production-environment/_index.md,https://github.com/kubernetes/website/issues/50286,23,"['good first issue', 'help wanted', 'kind/feature', 'language/de', 'needs-triage', 'area/localization']",2025-03-27,2025-07-17
kubernetes/website,HTML,Umbrella: Improve and update the generate-ref-docs contributor guide,https://github.com/kubernetes/website/issues/56385,24,"['good first issue', 'help wanted', 'kind/feature', 'sig/docs', 'kind/cleanup', 'triage/accepted']",2026-07-04,2026-08-03
kubernetes/website,HTML,[hi] Localize en/docs/contribute/review/for-approvers.md,https://github.com/kubernetes/website/issues/36474,28,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted']",2022-08-31,2026-08-06
kubernetes/website,HTML,[hi] Enhance README file to improve readability and user-friendliness,https://github.com/kubernetes/website/issues/41989,30,"['good first issue', 'help wanted', 'kind/feature', 'language/hi', 'triage/accepted', 'area/localization']",2023-07-12,2026-03-22
microsoft/copilot-for-eclipse,Java,The Copilot Chat view retains file context even after the file is closed,https://github.com/microsoft/copilot-for-eclipse/issues/277,0,"['bug', 'good first issue', 'help wanted']",2026-06-05,2026-06-05
microsoft/copilot-for-eclipse,Java,Please integrate copilot into eclipse quickfix feature - Enhancement Request,https://github.com/microsoft/copilot-for-eclipse/issues/70,3,"['good first issue', 'help wanted']",2026-01-04,2026-04-29
microsoft/typespec,Java,testing: expectDiagnostics() should provide an option to ignore ordering,https://github.com/microsoft/typespec/issues/5818,3,"['feature', 'good first issue', 'triaged:core', 'compiler:core']",2025-01-30,2025-05-23
microsoft/copilot-for-eclipse,Java,Unable to use the Java source file corresponding to the class file as context,https://github.com/microsoft/copilot-for-eclipse/issues/117,13,"['good first issue', 'help wanted']",2026-04-15,2026-06-25
mattermost/mattermost-plugin-gitlab,JavaScript,Convert link_tooltip component to typescript,https://github.com/mattermost/mattermost-plugin-gitlab/issues/424,1,"['Help Wanted', 'Up For Grabs', 'Hacktoberfest', 'Tech/ReactJS', 'Difficulty/1:Easy', 'Good First Issue', 'Type/Enhancement', 'Tech/TypeScript', 'Typescript Migration']",2023-12-19,2025-11-01
huggingface/transformers.js,JavaScript,Is 'aggregation_strategy' parameter available for token classification pipeline?,https://github.com/huggingface/transformers.js/issues/633,2,"['help wanted', 'good first issue', 'question']",2024-03-07,2024-06-09
huggingface/transformers.js,JavaScript,[Feature request] Return offset mapping using tokenizer,https://github.com/huggingface/transformers.js/issues/425,2,"['enhancement', 'good first issue']",2023-11-30,2024-01-12
EddieHubCommunity/RepoRater,JavaScript,[BUG] Update the preview in the readme,https://github.com/EddieHubCommunity/RepoRater/issues/152,2,"['good first issue', '🏁 status: ready for dev', '🛠 goal: fix']",2024-08-02,2024-09-03
freeCodeCamp/classroom,JavaScript,Bug: Classrooms can be created with no certifications,https://github.com/freeCodeCamp/classroom/issues/551,2,"['bug', 'good first issue']",2025-10-12,2026-08-08
freeCodeCamp/classroom,JavaScript,Bug: /classes page crashes if the mock-fcc-data endpoint is not running,https://github.com/freeCodeCamp/classroom/issues/533,2,"['good first issue', 'CTI']",2024-12-31,2026-04-28
layer5io/docs,JavaScript,[Docs] Floating Card Overlapping Navbar,https://github.com/layer5io/docs/issues/1187,3,"['area/docs', 'good first issue', 'help wanted', 'language/markdown', 'framework/hugo']",2026-08-06,2026-08-06
layer5io/docs,JavaScript,[Docs] Convert Static Image to Meshery Design - 4,https://github.com/layer5io/docs/issues/794,3,"['area/docs', 'good first issue', 'help wanted', 'language/markdown', 'framework/hugo']",2025-08-21,2025-09-04
layer5io/docs,JavaScript,Screen capture includes Grammarly,https://github.com/layer5io/docs/issues/543,4,"['good first issue', 'help wanted', 'kind/bug', 'language/javascript', 'language/css', 'framework/hugo']",2025-05-06,2026-08-10
freeCodeCamp/100DaysOfCode-twitter-bot,JavaScript,Contributing needs work,https://github.com/freeCodeCamp/100DaysOfCode-twitter-bot/issues/112,4,"['help wanted', 'good first issue', 'documentation']",2017-12-02,2018-03-24
layer5io/layer5,JavaScript,[UI] Scrollbar styling is inconsistent in the navigation menu,https://github.com/layer5io/layer5/issues/7904,5,"['help wanted', 'good first issue', 'first-timers-only', 'framework/gatsby', 'component/ui']",2026-07-29,2026-08-06
layer5io/layer5,JavaScript,"Inaccurate: ""0"" performance tests results being reported",https://github.com/layer5io/layer5/issues/7860,5,"['kind/bug', 'help wanted', 'good first issue', 'project/meshery', 'language/javascript', 'framework/gatsby', 'javascript']",2026-07-10,2026-08-06
layer5io/docs,JavaScript,[Docs] Improve Related Docs Links in Pinning Models to Dock Page,https://github.com/layer5io/docs/issues/1028,5,"['area/docs', 'good first issue', 'help wanted', 'language/markdown', 'framework/hugo']",2026-05-11,2026-06-11
layer5io/docs,JavaScript,[Docs] Convert Static Image to Meshery Design - 3,https://github.com/layer5io/docs/issues/793,5,"['area/docs', 'good first issue', 'help wanted', 'language/markdown', 'framework/hugo']",2025-08-21,2025-09-04
layer5io/layer5,JavaScript,[Screenshots] Citrix Service Mesh under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4880,5,"['help wanted', 'good first issue']",2023-09-07,2026-03-22
freeCodeCamp/100DaysOfCode-twitter-bot,JavaScript,Welcome bot! Respond to the user when committing to 100DaysOfCode,https://github.com/freeCodeCamp/100DaysOfCode-twitter-bot/issues/96,5,"['enhancement', 'help wanted', 'good first issue']",2017-10-03,2026-04-28
layer5io/layer5,JavaScript,"Enhance or replace the ""Star the Repo"" button",https://github.com/layer5io/layer5/issues/7859,6,"['kind/enhancement', 'help wanted', 'good first issue', 'language/javascript', 'framework/react', 'language/css']",2026-07-10,2026-08-08
layer5io/docs,JavaScript,Convert Images into Meshery Design.,https://github.com/layer5io/docs/issues/646,6,"['good first issue', 'help wanted', 'kind/enhancement', 'language/javascript', 'language/css', 'language/html', 'framework/hugo', 'issue/remind']",2025-07-10,2025-12-25
layer5io/layer5,JavaScript,Relocate partner logos to appropriate directory in static folder.,https://github.com/layer5io/layer5/issues/7256,7,"['help wanted', 'good first issue', 'language/html', 'framework/gatsby']",2025-12-08,2026-02-23
layer5io/layer5,JavaScript,[CI] Create or add to existing workflow: a broken link checker,https://github.com/layer5io/layer5/issues/6407,7,"['help wanted', 'good first issue', 'kind/chore']",2025-04-25,2026-06-20
layer5io/layer5,JavaScript,[Screenshots] Chaos Mesh under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4867,7,"['kind/enhancement', 'help wanted', 'good first issue', 'issue/remind', 'component/ui']",2023-09-07,2026-03-22
huggingface/transformers.js,JavaScript,[Doc request] Add an example guide of how to use it in Svelte (and deploy to HF Spaces),https://github.com/huggingface/transformers.js/issues/171,7,"['enhancement', 'help wanted', 'good first issue']",2023-06-29,2023-08-21
EddieHubCommunity/EddieHubCommunity.github.io,JavaScript,Add Issue Templates,https://github.com/EddieHubCommunity/EddieHubCommunity.github.io/issues/211,7,['good first issue'],2021-10-04,2024-04-23
layer5io/layer5,JavaScript,[Bug] Next and previous button stays in clicked state,https://github.com/layer5io/layer5/issues/7940,8,"['kind/bug', 'help wanted', 'good first issue', 'framework/gatsby']",2026-08-08,2026-08-10
layer5io/layer5,JavaScript,Mobile navigation menu contains invalid nesting,https://github.com/layer5io/layer5/issues/7484,8,"['kind/bug', 'help wanted', 'good first issue', 'language/html', 'language/javascript', 'framework/gatsby', 'framework/react']",2026-03-11,2026-03-21
layer5io/layer5,JavaScript,[Screenshots] Fluentbit Operator under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/5333,8,"['kind/enhancement', 'help wanted', 'good first issue', 'issue/stale']",2024-01-23,2025-07-29
EddieHubCommunity/HealthCheck,JavaScript,Update the preview image in the site,https://github.com/EddieHubCommunity/HealthCheck/issues/151,8,"['bug', 'good first issue', 'status: ready for dev']",2024-08-12,2024-10-14
decentraland/land,JavaScript,docs needed,https://github.com/decentraland/land/issues/154,8,"['enhancement', 'help wanted', 'good first issue']",2021-04-29,2021-04-30
layer5io/layer5,JavaScript,[Screenshots] Flagger under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/5331,9,"['kind/enhancement', 'help wanted', 'good first issue']",2024-01-23,2026-07-21
freeCodeCamp/100DaysOfCode-twitter-bot,JavaScript,Update docs to the KCD README pattern,https://github.com/freeCodeCamp/100DaysOfCode-twitter-bot/issues/131,9,"['enhancement', 'help wanted', 'good first issue', 'documentation']",2018-03-25,2022-08-18
layer5io/layer5,JavaScript,Improve styling of categories of models,https://github.com/layer5io/layer5/issues/7593,10,"['kind/bug', 'help wanted', 'good first issue', 'framework/gatsby', 'component/ui']",2026-04-06,2026-05-09
layer5io/layer5,JavaScript,[Screenshots] Containerssh under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4876,10,"['help wanted', 'good first issue', 'issue/remind']",2023-09-07,2026-03-22
layer5io/layer5,JavaScript,[Screenshots] Cert Manager Crds under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4865,10,"['help wanted', 'good first issue', 'issue/remind']",2023-09-07,2026-03-22
layer5io/layer5,JavaScript,[Animation] Animate Meshery Architecture,https://github.com/layer5io/layer5/issues/7661,11,"['kind/bug', 'help wanted', 'good first issue', 'framework/gatsby']",2026-04-25,2026-06-09
layer5io/layer5,JavaScript,[Screenshots] AWS Elastic Kubernetes Service under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/5322,11,"['kind/enhancement', 'help wanted', 'good first issue']",2024-01-23,2025-11-09
layer5io/layer5,JavaScript,Update the structure of pages based on the latest sitemap revision available in Figma,https://github.com/layer5io/layer5/issues/5359,13,"['help wanted', 'good first issue', 'language/markdown']",2024-02-01,2026-06-02
layer5io/layer5,JavaScript,[Screenshots] Cloudevents under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4869,13,"['help wanted', 'good first issue', 'issue/remind']",2023-09-07,2026-03-22
mattermost/mattermost-plugin-gitlab,JavaScript,Support config variable to disable project access check for incoming webhook event,https://github.com/mattermost/mattermost-plugin-gitlab/issues/463,13,"['Help Wanted', 'Up For Grabs', 'Good First Issue', 'Type/Enhancement']",2024-02-17,2024-08-23
layer5io/layer5,JavaScript,Update resources and hands-on labs with latest content,https://github.com/layer5io/layer5/issues/6387,14,"['help wanted', 'good first issue', 'kind/chore', 'issue/willfix']",2025-04-14,2026-04-29
layer5io/layer5,JavaScript,[Screenshots] Fabedge under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/5330,14,"['kind/enhancement', 'help wanted', 'good first issue']",2024-01-23,2025-11-09
layer5io/layer5,JavaScript,[Screenshots] Cilium under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4868,14,"['help wanted', 'good first issue']",2023-09-07,2026-07-15
EddieHubCommunity/BioDrop,JavaScript,[BUG] Duplicate sortable package present,https://github.com/EddieHubCommunity/BioDrop/issues/10139,14,"['🏁 status: ready for dev', '🛠 goal: fix', 'good first issue', '🔢 points: 2']",2024-01-13,2024-05-03
layer5io/layer5,JavaScript,[Visual Design] New Recognition Badge: Event Evangelist Badge,https://github.com/layer5io/layer5/issues/4809,17,"['kind/enhancement', 'help wanted', 'good first issue', 'hacktoberfest', 'area/community', 'type/ux', 'issue/remind', 'figma', 'type/visual design']",2023-08-31,2026-04-25
layer5io/layer5,JavaScript,Pricing: subscription plans as a sticky row,https://github.com/layer5io/layer5/issues/7665,18,"['kind/enhancement', 'help wanted', 'good first issue', 'language/javascript', 'framework/react', 'language/css']",2026-04-25,2026-06-27
layer5io/layer5-academy,JavaScript,[Docs] Convert meshery design image to embedded meshery design,https://github.com/layer5io/layer5-academy/issues/32,18,"['good first issue', 'help wanted']",2025-07-25,2026-03-26
layer5io/layer5,JavaScript,[SEO] First Contentful Paint (FCP): gatsby-plugin-webpack-bundle-analyser-v2,https://github.com/layer5io/layer5/issues/6449,18,"['help wanted', 'good first issue', 'kind/chore', 'language/javascript', 'framework/gatsby', 'type/performance', 'type/seo', 'javascript']",2025-05-15,2026-06-28
layer5io/layer5,JavaScript,[Learn] Learning Paths need enhanced with Meshery/MeshMap walk-throughs,https://github.com/layer5io/layer5/issues/4899,19,"['help wanted', 'good first issue', 'language/markdown', 'framework/gatsby', 'area/learn', 'devops']",2023-09-13,2026-07-08
layer5io/layer5,JavaScript,add animated card,https://github.com/layer5io/layer5/issues/6521,20,"['kind/enhancement', 'help wanted', 'good first issue', 'language/javascript', 'framework/react', 'issue/remind']",2025-06-02,2026-04-28
layer5io/layer5,JavaScript,[Screenshots] Container Network Interface (CNI) under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4874,31,"['help wanted', 'good first issue']",2023-09-07,2026-03-22
layer5io/layer5,JavaScript,[Screenshots] Devstream under 'How it Works See It in Action' section,https://github.com/layer5io/layer5/issues/4887,32,"['help wanted', 'good first issue', 'issue/remind']",2023-09-07,2026-08-08
layer5io/layer5,JavaScript,[Screenshots] Old Screenshots of Meshery Playground needs to be updated,https://github.com/layer5io/layer5/issues/5342,35,"['kind/enhancement', 'help wanted', 'good first issue']",2024-01-24,2026-04-30
layer5io/layer5,JavaScript,[UX] Visual Design needed for incorporation of Writing Program into Internship Programs page,https://github.com/layer5io/layer5/issues/4918,39,"['kind/enhancement', 'help wanted', 'good first issue', 'hacktoberfest', 'type/ux', 'figma', 'type/visual design']",2023-09-15,2026-05-15
cncf/landscape-graph,Jupyter Notebook,Create full-text indices (Lucene) for relationships' properties,https://github.com/cncf/landscape-graph/issues/20,0,"['good first issue', 'help wanted']",2022-04-17,2022-04-21
cncf/landscape-graph,Jupyter Notebook,Docs: list jetbrains graph db plugin in dev setup,https://github.com/cncf/landscape-graph/issues/82,1,"['documentation', 'good first issue', 'help wanted']",2022-05-08,2022-05-19
cncf/landscape-graph,Jupyter Notebook,Spike: Visualization Tools & Libraries,https://github.com/cncf/landscape-graph/issues/72,1,"['good first issue', 'help wanted', 'ux', 'panorama', 'spike']",2022-04-30,2023-09-29
cncf/landscape-graph,Jupyter Notebook,"create apps/landscape-introspector (introspector docs, example)",https://github.com/cncf/landscape-graph/issues/51,1,"['documentation', 'good first issue', 'e0-minutes']",2022-04-26,2022-08-21
cncf/landscape-graph,Jupyter Notebook,Create gource visualizations for all cncf project related repos,https://github.com/cncf/landscape-graph/issues/21,1,"['good first issue', 'help wanted']",2022-04-17,2023-01-28
huggingface/optimum-intel,Jupyter Notebook,Fix conversion of ltx_video models in bf16 format,https://github.com/huggingface/optimum-intel/issues/1614,2,['good first issue'],2026-02-13,2026-02-17
cncf/landscape-graph,Jupyter Notebook,Automatically generate GH Issue Labels for all Sub-Graph Modules,https://github.com/cncf/landscape-graph/issues/84,2,"['good first issue', 'help wanted', 'infrastructure', 'project-infra', 'ci']",2022-07-15,2026-01-14
huggingface/optimum-intel,Jupyter Notebook,"Add tests which check, that required transformations are applied",https://github.com/huggingface/optimum-intel/issues/1645,4,['good first issue'],2026-03-23,2026-03-24
cncf/landscape-graph,Jupyter Notebook,Implement autogenerated mocks for GraphQL API from schema,https://github.com/cncf/landscape-graph/issues/103,4,"['good first issue', 'help wanted', 'e2-days', 'data']",2022-09-03,2024-11-13
cncf/landscape-graph,Jupyter Notebook,Create documentation site (GitHub Pages or Netlify) using Docusaurus,https://github.com/cncf/landscape-graph/issues/97,7,"['documentation', 'enhancement', 'good first issue', 'help wanted', 'p1-high', 'project-infra']",2022-08-20,2025-01-23
huggingface/huggingface-gemma-recipes,Jupyter Notebook,📣 Call for contributions!,https://github.com/huggingface/huggingface-gemma-recipes/issues/4,11,"['good first issue', 'help wanted']",2025-06-30,2025-10-20
huggingface/huggingface-llama-recipes,Jupyter Notebook,Call for contributions,https://github.com/huggingface/huggingface-llama-recipes/issues/43,20,"['good first issue', 'help wanted']",2024-09-30,2025-01-30
huggingface/agents-course,MDX,Improve diagrams in unit 2.1,https://github.com/huggingface/agents-course/issues/233,6,['good first issue'],2025-02-25,2026-05-03
layer5io/.github,Makefile,Add the Sistent project to this readme.md,https://github.com/layer5io/.github/issues/54,1,"['good first issue', 'help wanted', 'kind/enhancement']",2026-05-06,2026-05-06
layer5io/academy-example,Makefile,[Docs] deprecated: .Site.AllPages,https://github.com/layer5io/academy-example/issues/108,1,"['good first issue', 'kind/bug']",2026-03-31,2026-04-01
layer5io/exoscale-academy,Makefile,Convert Images into Meshery Design [ Kubernetes Workshop],https://github.com/layer5io/exoscale-academy/issues/45,4,['good first issue'],2025-07-18,2026-04-10
layer5io/exoscale-academy,Makefile,Kubernetes Workshop Image-8,https://github.com/layer5io/exoscale-academy/issues/53,9,"['good first issue', 'issue/remind']",2025-07-18,2025-12-16
layer5io/academy-build,Makefile,Replace generic favicon with Layer5 logo,https://github.com/layer5io/academy-build/issues/2,12,"['good first issue', 'help wanted', 'kind/enhancement']",2025-07-17,2026-07-02
huggingface/awesome-huggingface,Other,[hacktoberfest] Hugging Face Collections Hacktoberfest challenge,https://github.com/huggingface/awesome-huggingface/issues/28,0,['good first issue'],2023-10-11,2023-10-11
decentraland/dapps-issues,Other,[Events] Update the Share link to use the new `jump-in` site.,https://github.com/decentraland/dapps-issues/issues/247,0,"['enhancement', 'good first issue']",2025-07-03,2025-07-03
decentraland/dapps-issues,Other,Add a banner to communicate possible downtimes of our/thirdparty services,https://github.com/decentraland/dapps-issues/issues/20,0,['good first issue'],2022-03-11,2022-03-11
decentraland/sdk,Other,Remove the mandatory `?v=` from the renderer fetch,https://github.com/decentraland/sdk/issues/201,1,['good first issue'],2022-02-21,2022-12-22
godotengine/godot-asset-library,PHP,Categories need a description (tooltip?) when hovered/selected,https://github.com/godotengine/godot-asset-library/issues/74,1,"['enhancement', 'topic:frontend', 'good first issue']",2016-09-28,2020-03-09
godotengine/godot-asset-library,PHP,"keep the content of the submition form when its not validated, or try some ajax realtime pre-validation",https://github.com/godotengine/godot-asset-library/issues/61,1,"['topic:frontend', 'good first issue']",2016-09-04,2016-09-08
godotengine/godot-asset-library,PHP,A way to cancel edit requests,https://github.com/godotengine/godot-asset-library/issues/149,3,"['enhancement', 'good first issue']",2018-06-27,2020-05-07
godotengine/godot-asset-library,PHP,"Sanitize inputs for Asset data/fields, like URLs",https://github.com/godotengine/godot-asset-library/issues/204,5,"['bug', 'topic:backend', 'good first issue']",2020-03-08,2021-11-03
